Cubic_capacity;Number_of_cylinders;Number_of_valves;Max_power;Max_torque;Compression_rate;Kerb_weight;Gasoline;Diesel;Gasoline_Electric;Diesel_Electric;Direct;Indirect;Turbocharger;Biturbo;Compressor;Naturally_aspirated;Manual;Automatic;AWD;FWD;RWD;FCU;FCH;FCM
1368;4;16;150;206;9,8;1295;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,9;5,5;6,8
1742;4;16;200;320;9,5;1405;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;11,1;5,9;7,8
1598;4;16;105;300;16,5;1385;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,7;3,9;4,6
1598;4;16;120;300;16,5;1385;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,7;3,9;4,6
1598;4;16;120;300;16,5;1385;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,9;4,1;4,8
1910;4;16;190;400;16,5;1405;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,3;4,7;5,7
1956;4;16;165;360;16,5;1405;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,9;4,3;5,3
3604;6;24;286;340;10,2;1801;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;14,3;7,1;9,7
3000;6;24;190;440;16,5;1963;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;9,5;5,7;7,1
3000;6;24;239;550;16,5;1963;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;9,6;5,9;7,2
3604;6;24;283;344;10,2;2091;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;15,8;7,9;10,8
2768;4;16;163;360;16,5;2242;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;10,5;6,3;7,9
875;2;8;85;145;10;955;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;4,9;3,7;4,1
875;2;8;85;145;10;950;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5;3,8;4,2
1242;4;8;69;102;11;940;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,4;4,1;4,9
2401;4;16;122;360;17,5;1940;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;13,5;9,5;11
4999;8;32;375;510;11,5;2548;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;19,8;10,7;14,1
2720;6;24;190;440;18;2386;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;13,1;8,5;10,2
2720;6;24;190;440;18;2376;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;11,1;8,1;9,2
2993;6;24;245;600;16;2483;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;11,2;8,3;9,3
5000;8;32;510;625;9,5;2330;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;20,6;9,9;13,8
2993;6;24;258;600;16,1;2160;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,5;7;7,5
4367;8;32;339;700;16,1;2360;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;11,5;7,6;8,7
1999;4;16;240;340;10;1620;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;11,9;6,9;8,7
2179;4;16;150;400;15,8;1635;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,7;5,2;5,7
2179;4;16;190;420;15,8;1650;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,9;5,7;6,5
2179;4;16;190;420;15,8;1635;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,7;5,2;5,7
4999;8;32;510;625;9,5;2590;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;21,8;10,7;14,9
2993;6;24;245;600;16;2535;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;11,2;8,1;9,2
2993;6;24;256;600;16;2535;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;9,8;8,1;8,8
3628;8;32;272;640;17,3;2656;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;14,5;9,2;11,1
1798;4;16;99;142;13;1345;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;3,7;3,7;3,8
3456;6;24;277;346;10,5;1950;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;14,3;8,4;10,6
3456;6;24;249;317;10,5;2085;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;6,6;6;6,3
3456;6;24;249;317;10,5;2025;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;6,2;6;6,1
1598;4;16;105;145;10;1155;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,3;5,2;6,3
1999;4;16;151;192;11;1240;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;10,6;5,8;7,6
1999;4;16;151;192;11;1230;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;9,3;5,4;6,8
2261;4;16;260;380;9,5;1360;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;13,2;7,5;9,6
1560;4;16;109;240;18,3;1235;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;3,8;4,5
1560;4;8;115;270;18;1215;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;3,9;4,4
2184;4;16;185;400;16,3;1370;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,2;4,7;5,6
1998;4;16;144;180;11,5;1385;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;11,2;6,5;8,3
1998;4;16;150;191;11,5;1385;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;9;5,7;6,9
1560;4;16;115;270;18,3;1390;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,6;5,2
1998;4;16;145;210;14;1275;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;7,1;4,6;5,5
1998;4;16;165;210;14;1305;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;7,7;5;6
1998;4;16;165;210;14;1285;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;7,5;4,9;5,9
2488;4;16;192;256;13;1335;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;8,5;5;6,3
2191;4;16;150;380;14;1395;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;6;4,2;4,8
2191;4;16;150;380;13;1380;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,9;3,4;3,9
1997;4;16;160;208;14;1380;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;8,1;5,8;6,6
1997;4;16;165;210;14;1285;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;7,5;5,1;6
1595;4;16;122;200;10,3;1430;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;7,1;4,6;5,5
1595;4;16;122;200;10,3;1395;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;4,5;5,6
1595;4;16;122;200;10,3;1390;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6,8;4;5
1595;4;16;156;250;10,3;1430;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;7,5;4,5;5,6
1595;4;16;156;250;10,3;1395;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;4,5;5,6
1991;4;16;211;350;9,8;1480;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;7,9;4,7;5,8
1991;4;16;211;350;9,8;1540;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,4;5,5;6,6
1991;4;16;263;450;8,6;1585;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;9,1;5,9;7,1
1461;4;16;107;260;15,5;1450;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,1;3,7;4,2
1796;4;16;136;300;16,2;1505;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,2;4,2;4,5
1796;4;16;136;300;16,2;1480;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,5;3,8;4,4
2143;4;16;170;350;16,2;1525;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,6;3,8;4,5
3498;6;24;306;370;12;1635;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;9,1;5,4;6,8
4663;8;32;408;600;10,5;1840;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;13,4;7,4;9,6
4663;8;32;408;600;10,5;1790;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;12,5;6,9;9
5461;8;32;525;700;10;1770;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;13,9;7,6;9,9
2143;4;16;204;500;16,2;1685;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,4;4,4;5,1
2987;6;24;265;620;15,5;1775;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,8;5,6;6,7
2987;6;24;265;620;15,5;1715;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;7,8;5;6
4663;8;32;435;700;10,5;2345;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;14,5;9,3;11,3
5461;8;32;558;760;10;2480;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;15,8;10,3;12,3
2987;6;24;258;620;15,5;2335;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,1;6,9;7,4
1595;4;16;156;250;10,3;1435;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;7,4;5,1;5,9
1595;4;16;156;250;10,3;1395;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,9;4,8;5,9
1991;4;16;211;350;9,8;1505;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;8,3;5,6;6,6
1991;4;16;211;350;9,8;1455;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,3;4,8;6,1
2143;4;16;136;300;16,2;1595;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;6;4,5;5,1
2143;4;16;136;300;16,2;1535;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,3;4,1;4,5
2143;4;16;136;300;16,2;1595;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6;4,5;5,1
2143;4;16;136;300;16,2;1505;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,5;3,9;4,5
2143;4;16;170;300;16,2;1595;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;6;4,5;5,1
2143;4;16;170;300;16,2;1535;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,4;4;4,6
3498;6;24;306;370;10,7;1745;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;10,3;6,8;7,1
2143;4;16;143;350;16,2;1745;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,4;5,1;5,6
2143;4;16;143;350;16,2;1725;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,5;4,9;5,5
2143;4;16;170;400;16,2;1825;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7;5,5;6,1
2143;4;16;170;400;16,2;1745;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,4;5,1;5,6
2143;4;16;170;400;16,2;1725;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,5;4,9;5,5
2143;4;16;204;500;16,2;1825;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7;5,5;6,1
2987;6;24;265;620;15,5;1825;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,2;6,1;6,9
1595;4;16;122;200;10,3;1295;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;7,1;4,5;5,4
1595;4;16;122;200;10,3;1270;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;4,3;5,5
1595;4;16;156;250;10,3;1295;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;7,1;4,5;5,4
1595;4;16;156;250;10,3;1270;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;4,4;5,5
1991;4;16;211;350;9,8;1345;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,3;4,9;6,1
1991;4;16;211;350;9,8;1345;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,4;5,1;6,4
1461;4;16;109;260;15,5;1375;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,8;3,8;4,1
1461;4;16;109;260;15,5;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,5;3,3;3,8
1796;4;16;136;300;16,2;1375;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,8;3,8;4,1
1796;4;16;136;300;16,2;1345;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;3,7;4,3
1595;4;16;122;200;10,3;1325;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;7,9;4,7;5,9
1595;4;16;122;200;10,3;1295;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;8;4,7;5,9
1595;4;16;156;250;10,3;1325;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;7,9;4,7;5,9
1595;4;16;156;250;10,3;1295;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7;4,7;5,9
1991;4;16;211;350;9,8;1375;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,6;4,7;6,2
1796;4;16;109;250;16,2;1405;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,3;3,9;4,4
1796;4;16;109;250;16,2;1375;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;3,8;4,4
1796;4;16;136;300;16,2;1405;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,3;3,9;4,4
1796;4;16;136;300;16,2;1375;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;3,8;4,4
1595;4;16;156;250;10,3;1425;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;7,4;5;5,8
1595;4;16;156;250;10,3;1395;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;6,8;4,7;5,5
1991;4;16;184;300;9,8;1465;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;7,3;4,7;5,7
1991;4;16;184;300;9,8;1445;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;7,3;4,7;5,7
2143;4;16;170;400;16,2;1570;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,5;3,9;4,5
2143;4;16;170;400;16,2;1550;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5;3,7;4,2
1796;4;16;156;250;9,8;1420;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;8,8;5,1;6,5
1796;4;16;156;250;9,8;1400;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;9,3;5,2;6,7
1796;4;16;204;310;9,3;1450;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;8,8;5,2;6,5
3498;6;24;306;370;12;1515;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;9,4;5,3;6,8
6208;8;32;457;600;11,3;1630;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;18,1;8,5;12
2143;4;16;163;400;16,2;1530;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,1;4,2;4,9
2143;4;16;163;400;16,2;1515;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,6;3,7;4,4
2143;4;16;204;500;16,2;1560;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,1;4,2;4,9
2143;4;16;204;500;16,2;1555;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,2;4,1;4,9
1796;4;16;184;270;9,3;1515;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;8,8;5,2;6,5
1796;4;16;184;270;9,3;1515;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;10,2;6;7,5
1796;4;16;184;270;9,3;1515;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;9,8;5,6;7,1
1796;4;16;184;270;9,3;1515;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;10;5,7;7,2
1796;4;16;204;310;9,3;1550;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;8,9;5,3;6,6
1796;4;16;204;310;9,3;1550;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;10,3;6,1;7,6
1991;4;16;211;350;9,8;1680;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;7,7;5,1;6,1
2996;6;24;333;480;10,5;1845;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;11,6;6,8;8,5
2996;6;24;333;480;10,5;1785;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;10,8;6,2;7,9
3498;6;24;252;340;12;1715;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;9,9;5,9;7,4
3498;6;24;252;340;12;1630;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;9,5;5,3;6,8
3498;6;24;272;350;10,7;1705;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;13,6;7,3;9,6
3498;6;24;292;365;12,2;1635;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;12,4;6,3;8,5
3498;6;24;306;370;12;1635;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;9,5;5,3;6,8
4663;8;32;408;600;10,5;1885;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;13;7,2;9,4
4663;8;32;408;600;10,5;1840;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;12,6;6,7;8,9
5461;8;32;388;530;10,7;1780;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;16,3;8;11
5461;8;32;388;530;10,7;1730;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;16,2;7,7;10,8
5461;8;32;558;720;10;1920;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;14,4;7,9;10,3
5461;8;32;558;720;10;1845;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;13,8;7,5;9,8
5461;8;32;585;800;10;1940;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;14,4;7,9;10,3
6208;8;32;525;630;11,3;1740;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;18,7;9,1;12,6
2143;4;16;136;360;16,2;1635;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;7;4,4;5,5
2143;4;16;136;360;16,2;1620;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,3;4,4;5,1
2143;4;16;170;400;16,2;1635;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;7,8;4,4;5,8
2143;4;16;170;400;16,2;1795;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,6;4,1;4,6
2143;4;16;170;400;16,2;1735;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,1;4,3;5
2143;4;16;170;400;16,2;1635;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,2;4,2;5
2143;4;16;204;500;16,2;1635;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;7,8;4,4;5,8
2143;4;16;204;500;16,2;1635;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,2;4,2;5
2987;6;24;204;500;15,5;1725;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;8,9;5,5;6,8
2987;6;24;211;540;16,5;1745;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;9,7;5,2;6,8
2987;6;24;231;540;15,5;1790;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;9;5,8;7
2987;6;24;231;540;15,5;1725;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;8,9;5,5;6,8
2987;6;24;231;540;15,5;1725;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;8,9;5,5;6,8
2987;6;24;252;620;15,5;1955;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,7;5,5;6,4
2987;6;24;252;620;15,5;1885;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,7;5,1;5,6
2987;6;24;265;620;15,5;1800;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,2;5,5;6,6
2987;6;24;265;620;15,5;1735;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;7,7;5;6
2143;4;16;204;500;16,2;1745;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;4,2;4,2;4,2
5461;8;32;388;530;10,7;2430;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;20;11,9;14,9
5461;8;32;544;760;10;2450;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;17,2;11,8;13,8
5439;12;36;612;1000;9;2480;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;22,7;13,7;17
2987;6;24;211;540;17,7;2470;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;13,6;9,8;11,2
3498;6;24;306;370;12;2030;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;10,9;7,1;8,5
5461;8;32;525;700;10;2245;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;15,7;9,6;11,8
2143;4;16;204;500;16,2;2050;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7;5,4;6
2987;6;24;258;620;15,5;2075;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,8;6,3;6,8
4663;8;32;456;700;10,5;2050;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;13,3;7,5;9,6
4663;8;32;456;700;10,5;1995;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;12,8;7,1;9,1
5461;8;32;585;900;10;2045;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;13,8;7,9;10,1
5980;12;36;530;830;9;2185;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;16,4;8,4;11,3
5980;12;36;630;1000;9;2250;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;17,1;8,6;11,9
2987;6;24;252;620;15,5;2025;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;7,7;5,6;6,4
2987;6;24;258;620;15,5;1955;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;7,3;5,1;5,9
3498;6;24;306;370;12;1925;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;7,4;6,5;6,8
2143;4;16;204;500;16,2;2015;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;4,8;4,6;4,4
2996;6;24;231;300;11,1;1725;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;13,5;7;9,4
2996;6;24;231;300;11,1;1715;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;13,5;6,8;9,3
3498;6;24;306;370;12;1585;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;9,3;5,4;6,8
3498;6;24;315;360;10,7;1725;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;13,8;7,2;9,7
4663;8;32;435;700;10,5;1685;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;12,7;7;9,1
5461;8;32;388;530;10,7;1810;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;17,3;8,4;11,6
5461;8;32;537;800;10;1685;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;13,9;7,6;9,9
6208;8;32;525;630;11,3;1870;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;21,4;9,5;13,9
5517;12;36;517;830;9;1945;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;21,3;9,5;13,9
5980;12;36;612;1000;9;2020;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;23,4;10,4;15,1
5980;12;36;630;1000;9;1850;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;17;8,4;11,6
1796;4;16;184;270;9,3;1370;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;8,3;4,9;6,1
1796;4;16;184;270;9,3;1335;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;8,9;5;6,4
1796;4;16;204;310;9,3;1400;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;8,4;5;6,2
1796;4;16;204;310;9,3;1375;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;9,5;5,3;6,9
3498;6;24;306;370;12;1440;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;9,9;5,5;7,1
5461;8;32;421;540;12,6;1510;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;12;6,2;8,4
2143;4;16;204;500;16,2;1490;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,1;4,1;4,9
2143;4;16;204;500;16,2;1470;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,2;4;4,8
1598;4;16;98;153;11;1270;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,3;6;7,2
1598;4;16;98;153;11;1240;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,4;5,2;6
1598;4;16;122;160;11;1270;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,3;6;7,2
1598;4;16;122;160;11;1240;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,4;5,2;6
1598;4;16;184;260;10,5;1380;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;10,3;6,2;7,7
1598;4;16;184;260;10,5;1310;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;9,5;5,7;7,1
1598;4;16;184;260;10,5;1355;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;8,2;5,8;6,7
1598;4;16;184;260;10,5;1285;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;5,4;6,1
1598;4;16;90;215;16,5;1285;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,7;4,2;4,4
1598;4;16;112;270;16,5;1380;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,6;5;6
1598;4;16;112;270;16,5;1310;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,2;4,7;5,6
1598;4;16;112;270;16,5;1355;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;5,3;4,7;4,9
1598;4;16;112;270;16,5;1285;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,7;4,2;4,4
1995;4;16;143;305;16,5;1395;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,7;5,1;6,1
1995;4;16;143;305;16,5;1320;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,3;4,8;5,7
1995;4;16;143;305;16,5;1370;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;5,3;4,7;4,9
1995;4;16;143;305;16,5;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,2;4,3;4,6
1598;4;16;122;160;11;1110;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,7;5,1;6,4
1598;4;16;184;260;10,5;1165;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,9;5;6,4
1598;4;16;184;260;10,5;1140;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;7,3;5;5,8
1598;4;16;211;280;10,5;1140;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,4;5,8;7,1
1995;4;16;143;305;16,5;1170;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;6,9;4,3;5,3
1995;4;16;143;305;16,5;1150;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,1;3,9;4,3
1590;4;16;117;154;11;1245;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,5;4,9;5,9
1798;4;16;150;300;14,9;1395;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,7;4,8;5,5
1124;3;12;75;100;10,5;940;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7;4,6;5,5
1124;3;12;75;100;10,5;945;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,9;4,3;4,9
1332;4;16;95;125;10,5;950;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;7,5;5;5,5
1332;4;16;95;125;10,5;945;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,4;4,8;5,8
1499;4;16;109;145;10,5;965;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8;5,1;6,2
1499;4;16;109;143;10,5;1205;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,9;6;7
