Cubic_capacity;Number_of_cylinders;Number_of_valves;Max_power;Max_torque;Compression_rate;Kerb_weight;Gasoline;Diesel;Gasoline_Electric;Diesel_Electric;Direct;Indirect;Turbocharger;Biturbo;Compressor;Naturally_aspirated;Manual;Automatic;AWD;FWD;RWD;FCU;FCH;FCM
1995;4;16;143;320;16,5;1355;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,3;3,8;4,3
1995;4;16;184;380;16,5;1365;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;4,9;3,8;4,2
1995;4;16;184;380;16,5;1350;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,6;3,9;4,5
1995;4;16;218;450;16,5;1420;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,6;4,2;4,7
1598;4;16;136;220;10,5;1385;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;7,5;4,8;5,8
1598;4;16;136;220;10,5;1360;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;7,6;4,7;5,8
1598;4;16;170;250;10,5;1390;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;7;4,4;5,3
1598;4;16;170;250;10,5;1365;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;7;4,4;5,3
1995;4;16;184;270;10;1465;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;8,3;5,3;6,4
1995;4;16;184;270;10;1395;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;7,7;4,8;5,9
1995;4;16;184;270;10;1445;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;8,8;5,6;6,8
1995;4;16;184;270;10;1375;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,2;4,9;6,1
2979;6;24;306;400;10,2;1565;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;10,8;5,8;7,6
2979;6;24;306;400;10,2;1495;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;10,2;5,5;7,2
2979;6;24;306;400;10,2;1555;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;11,6;6,3;8,2
2979;6;24;306;400;10,2;1485;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;11,1;6,1;7,9
2979;6;24;431;550;16,5;1595;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;12;6,9;8,8
1995;4;16;116;260;16,5;1405;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,4;3,8;4,4
1995;4;16;116;260;16,5;1385;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,4;3,7;4,3
1995;4;16;143;320;16,5;1405;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,4;3,9;4,4
1995;4;16;143;320;16,5;1465;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;5,7;4,1;4,7
1995;4;16;143;320;16,5;1385;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,5;3,8;4,4
1995;4;16;163;380;16,5;1400;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5;3,6;4,1
1995;4;16;163;380;16,5;1390;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,2;3,5;4,1
1995;4;16;184;380;16,5;1495;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;5,7;4,1;4,7
1995;4;16;184;380;16,5;1405;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,4;3,9;4,4
1995;4;16;184;380;16,5;1485;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,2;4,1;4,8
1995;4;16;184;380;16,5;1395;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,8;3,8;4,5
1995;4;16;218;450;16,5;1465;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,4;4,2;4,6
1995;4;16;218;450;16,5;1450;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,2;4,2;4,9
2993;6;24;258;560;16,5;1585;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;6,4;4,6;5,2
2993;6;24;258;560;16,5;1515;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;6;4,3;4,9
2993;6;24;313;630;16,5;1605;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;6,4;4,9;5,4
2979;6;24;306;400;10,2;1630;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;5,3;6,4;5,9
1997;4;16;184;270;10;1505;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;8,6;5,1;6,4
1997;4;16;184;270;10;1425;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;8,1;4,8;6
1997;4;16;184;270;10;1495;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;8,9;5,6;6,8
1997;4;16;184;270;10;1405;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,4;4,9;6,1
1997;4;16;245;350;10;1515;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;8,7;5,5;6,7
1997;4;16;245;350;10;1445;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;8,1;5,2;6,3
1997;4;16;245;350;10;1515;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;8,7;5,5;6,7
1997;4;16;245;350;10;1425;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,8;5,3;6,6
2979;6;24;306;400;10,2;1565;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;10,8;5,8;7,6
2979;6;24;306;400;10,2;1500;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;10,2;5,5;7,2
2979;6;24;306;400;10,2;1565;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;10,8;5,8;7,6
2979;6;24;306;400;10,2;1485;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;11,4;6,2;8,1
1995;4;16;184;380;16,5;1440;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,4;4,1;4,6
1995;4;16;184;380;16,5;1425;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,8;4,1;4,7
1995;4;16;218;450;16,5;1480;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,7;4,1;4,7
1995;4;16;218;450;16,5;1465;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,1;4,3;5
2993;6;24;258;560;16,5;1590;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;6;4,8;5,2
2993;6;24;258;560;16,5;1515;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;5,7;4,5;4,9
2993;6;24;313;630;16,5;1600;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;6,4;4,9;5,4
1997;4;16;184;270;10;1590;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;8,1;4,7;6
1997;4;16;184;270;10;1570;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,4;5,2;6,4
1997;4;16;245;350;10;1685;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;8,4;5,2;6,4
1997;4;16;245;350;10;1600;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;8;5;6,1
1997;4;16;245;350;10;1585;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,8;5,3;6,6
2979;6;24;306;400;10,2;1740;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;10,5;5,9;7,6
2979;6;24;306;400;10,2;1665;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;10;5,6;7,2
2979;6;24;306;400;10,2;1650;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;11;6,2;8
4395;8;32;450;650;10;1855;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;12,7;7,1;9,2
4395;8;32;450;650;10;1805;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;11,8;6,6;8,6
4395;8;32;560;680;10;1845;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;14;7,6;9,9
1995;4;16;143;360;16,5;1600;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,3;4,1;4,5
1995;4;16;143;360;16,5;1590;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,4;4;4,5
1995;4;16;184;380;16,5;1705;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;5,7;4,4;4,9
1995;4;16;184;380;16,5;1605;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,2;4,1;4,5
1995;4;16;184;380;16,5;1595;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,4;4;4,5
1995;4;16;218;450;16,5;1740;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;5,8;4,6;4,7
1995;4;16;218;450;16,5;1625;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;5,6;4,1;4,7
1995;4;16;218;450;16,5;1625;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;5,9;4,3;4,9
2993;6;24;258;560;16,5;1785;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;6,4;4,9;5,4
2993;6;24;258;560;16,5;1685;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6;4,6;5,1
2993;6;24;313;630;16,5;1815;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;6,8;4,9;5,6
2993;6;24;313;630;16,5;1710;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;6,2;4,7;5,3
2979;6;24;306;400;10,2;1825;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;6,6;6,1;6,4
2979;6;24;320;450;10,2;1635;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;11;6,4;8,1
2979;6;24;320;450;10,2;1635;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;10,3;6;7,6
4395;8;32;407;600;10;1820;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;16,5;8,2;11,3
4395;8;32;407;600;10;1745;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;15,4;7,7;10,5
4395;8;32;450;650;10;1830;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;12,7;7,1;9,2
4395;8;32;450;650;10;1770;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;11,9;6,6;8,6
4395;8;32;560;680;10;1825;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;14;8;9,9
2993;6;24;313;630;16,5;1770;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;6,9;5;5,7
2993;6;24;313;630;16,5;1690;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;6,6;4,8;5,4
2979;6;24;320;450;10,2;1800;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;10,6;6,3;7,9
2979;6;24;326;450;10,2;1835;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;13,8;7,6;9,9
4395;8;32;407;600;10;2005;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;17,1;8,9;11,9
4395;8;32;407;600;10;1920;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;16,4;8,5;11,4
4395;8;32;450;650;10;1975;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;13;7,2;9,3
4395;8;32;450;650;10;1915;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;11,9;6,6;8,6
5972;12;48;544;750;10;2080;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;18,8;9,5;12,9
2993;6;24;245;540;16,5;1840;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;9,5;5,9;7,2
2993;6;24;258;560;16,5;1885;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,2;5,3;6
2993;6;24;258;560;16,5;1815;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;6,8;4,9;5,6
2993;6;24;306;600;16,5;1915;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,8;5,9;7
2993;6;24;306;600;16,5;1850;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;9;5,7;6,9
2993;6;24;313;630;16,5;1915;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;7,3;5,3;6
2993;6;24;313;630;16,5;1840;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;6,9;4,9;5,7
2979;6;24;320;450;10,2;1945;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;6;7,2;6,8
4395;8;32;449;650;10;2020;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;12,6;7,6;9,4
1995;4;16;150;200;10,5;1430;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;11,5;6,6;8,4
1995;4;16;150;200;10,5;1405;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;11,3;6,4;8,2
1995;4;16;184;270;10;1565;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;10,1;6,1;7,6
1995;4;16;184;270;10;1485;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;9,4;5,8;7,1
1995;4;16;184;270;10;1550;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;9,7;6,5;7,7
1995;4;16;184;270;10;1460;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;9,1;5,9;7,1
1997;4;16;245;350;10;1570;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;10,4;6,4;7,9
1997;4;16;245;350;10;1570;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;9,1;6,1;7,2
1997;4;16;245;350;10;1555;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;9,9;6,7;7,9
1997;4;16;245;350;10;1555;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;9,7;6,4;7,7
2996;6;24;258;310;10,7;1585;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;13;7,3;9,4
1995;4;16;116;260;16,5;1470;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,6;4,7;5
1995;4;16;116;260;16,5;1455;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,7;4,4;4,9
1995;4;16;143;320;16,5;1550;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,7;5,4;6,2
1995;4;16;143;320;16,5;1550;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;6,1;5,1;5,4
1995;4;16;143;320;16,5;1470;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;7,1;5,2;5,9
1995;4;16;143;320;16,5;1470;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,6;4,7;5
1995;4;16;143;320;16,5;1515;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,7;5,1;5,7
1995;4;16;143;320;16,5;1540;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,5;4,8;5,5
1995;4;16;143;320;16,5;1445;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,1;4,7;5,2
1995;4;16;143;320;16,5;1455;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,7;4,4;4,9
1995;4;16;163;380;16,5;1465;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,2;4,1;4,5
1995;4;16;177;350;16,5;1560;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,7;5,4;6,2
1995;4;16;177;350;16,5;1550;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;7;5,1;5,8
1995;4;16;177;350;16,5;1465;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;6,4;4,7;5,3
1995;4;16;184;380;16,5;1560;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;6,1;5,1;5,4
1995;4;16;184;380;16,5;1475;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,6;4,7;5
1995;4;16;184;380;16,5;1550;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,6;4,9;5,5
1995;4;16;184;380;16,5;1465;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,8;4,4;4,9
1995;4;16;204;400;16,5;1570;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;7,8;5,5;6,3
1995;4;16;204;400;16,5;1560;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;7,3;5,2;6
1995;4;16;218;450;16,5;1570;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;6,3;5,1;5,5
1995;4;16;218;450;16,5;1560;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;7,2;5;5,9
1995;4;16;184;270;11;1680;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;8,9;6,7;7,5
1995;4;16;184;270;11;1670;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;9,9;6,7;7,9
1997;4;16;245;350;10;1695;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;8,9;6,7;7,5
2979;6;24;306;400;10,2;1780;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;11,2;7,4;8,8
2996;6;24;258;310;10,7;1720;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;12,3;7,1;9
1995;4;16;143;360;16,5;1655;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;5,8;5,2;5,4
1995;4;16;143;360;16,5;1635;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;5,8;4,7;5,1
1995;4;16;184;380;16,5;1700;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;6,1;5,3;5,6
1995;4;16;184;380;16,5;1690;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,7;5;5,6
1995;4;16;190;400;16,5;1700;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;5,7;5;5,2
1995;4;16;190;400;16,5;1690;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,2;5;5,4
2993;6;24;313;630;16,5;1825;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;6,7;5,8;6,1
2979;6;24;306;400;10,2;2005;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;11,2;6,9;8,5
4395;8;32;450;650;10;2150;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;14;8,3;10,4
1995;4;16;218;450;16,5;1895;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;6,5;5,2;5,6
2993;6;24;258;560;16,5;2045;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;7;5,7;6,2
2993;6;24;313;630;16,5;2110;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;7,1;5,8;6,2
2979;6;24;306;400;10,2;2045;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;14,9;8,6;10,9
4395;8;32;407;600;10;2425;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;17,6;9,5;12,5
4395;8;32;407;600;10;2165;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;17,6;9,5;12,5
4395;8;32;407;600;10;2165;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;17,5;9,6;12,5
4395;8;32;555;680;9,3;2280;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;19,3;10,8;13,9
2993;6;24;235;520;17;2050;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;10,4;7;8,2
2993;6;24;245;540;16,5;2050;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,7;6,7;7,4
2993;6;24;286;580;17;2085;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;10,5;7,1;8,3
2993;6;24;306;600;16,5;2085;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;8,8;6,8;7,5
1997;4;16;156;270;10;1395;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;9,4;5,3;6,8
1997;4;16;156;270;10;1370;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,9;5,6;6,8
1997;4;16;184;270;10;1395;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;9,1;5,5;6,8
1997;4;16;184;270;10;1370;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,9;5,6;6,8
1997;4;16;245;350;10;1395;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;9,1;5,5;6,8
1997;4;16;245;350;10;1375;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;8,9;5,6;6,8
2497;6;24;204;250;11;1405;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;11,8;6,1;8,2
2497;6;24;204;250;11;1380;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;12,4;6,2;8,5
2979;6;24;306;400;10,2;1500;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;12,6;6,9;9
2979;6;24;306;400;10,2;1480;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;13,5;7;9,4
2979;6;24;340;450;10,2;1500;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;12,6;6,9;9
2996;6;24;258;310;10,7;1405;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;11,9;6,2;8,3
2996;6;24;258;310;10,7;1390;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;12,4;6,2;8,5
1587;4;16;90;132;11;1372;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,8;6,8;8,2
1587;4;16;110;147;11;1402;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,8;6,8;8,2
1598;4;16;98;152;11;1405;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,6;5,7;7,1
1598;4;16;98;152;11;1405;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,6;5,7;7,1
1598;4;16;120;160;11;1405;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,6;6;7,3
1560;4;8;90;215;18;1404;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,8;4,9;5,6
1560;4;8;92;230;18;1410;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,2;4,8;5,3
1560;4;8;112;260;18;1426;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,1;4,9;5,3
1199;3;12;82;116;11;1050;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,5;3,9;4,5
1124;4;8;61;95;10,5;985;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,9;4,9;5,9
1360;4;8;75;118;10,5;1005;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8;5;6,1
1397;4;16;95;136;11;1050;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,6;4,8;5,8
1598;4;16;120;156;11;1110;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,6;5,3;6,9
1598;4;16;120;156;11;1050;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,9;4,8;5,9
1398;4;8;70;160;17,9;1055;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;3,6;3,2;3,4
1560;4;16;90;215;18;1055;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,1;3,3;4
1560;4;16;92;230;18;1060;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,2;3,2;3,6
1560;4;8;112;270;16;1065;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,5;3,8;4,4
1397;4;16;95;135;11;1176;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,5;5,2;6,4
1598;4;16;120;160;11;1180;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8;4,8;6
1598;4;16;120;160;11;1179;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9;4,9;6,4
1560;4;8;92;230;18;1288;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,9;3,8;4,2
1560;4;16;110;245;18;1293;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,1;4,9
1560;4;16;112;270;18;1293;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,1;4,1;4,8
1397;4;16;95;135;11;1175;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,2;4,9;6,1
1598;4;16;120;160;11;1180;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,8;4,7;6,2
1598;4;16;156;240;11;1250;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;8,4;5;6,3
1560;4;8;92;230;18;1180;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,2;3,6;4,2
1560;4;8;112;270;16;1265;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,4;3,7;4
1560;4;8;112;270;16;1255;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5;3,8;4,3
1997;4;8;150;340;17,6;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,5;4;4,9
1590;4;16;117;154;11;1280;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,5;4,9;5,9
1560;4;16;114;270;16;1425;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;5,6;4,5;4,9
1560;4;16;114;270;16;1320;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;4,2;4,6
1598;4;16;156;240;10,5;1490;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;11,1;5,8;7,7
1598;4;16;156;240;10,5;1446;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,8;5,5;7,1
1749;4;16;127;170;10,8;1485;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,8;6,2;7,9
1997;4;16;143;200;10,8;1558;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;12,7;6,7;8,9
1997;4;16;143;200;10,8;1496;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;12;6,3;8,4
2949;6;24;215;290;10,9;1700;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;15,6;7,5;10,5
1560;4;16;110;240;18;1460;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,6;4,6;5,3
1997;4;16;138;320;18;1583;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,5;4,8;5,8
1997;4;16;138;320;18;1583;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,5;4,8;5,8
1997;4;16;163;340;18;1584;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;8,9;5,6;6,8
1997;4;16;163;340;18;1538;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7;4,8;5,6
2720;6;24;208;440;17;1741;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;11,8;6,4;8,4
2993;6;24;241;450;17;1741;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;10,2;5,8;7,4
1199;3;12;82;116;11;1050;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,5;3,9;4,5
1397;4;16;95;136;11;1050;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,6;4,8;5,8
1598;4;16;120;156;11;1110;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,6;5,3;6,9
1598;4;16;120;156;11;1050;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,9;4,8;5,9
1598;4;16;156;240;11;1140;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,4;5,1;6,7
1598;4;16;207;275;11;1140;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;8,7;4,9;6,4
1398;4;8;68;160;17,9;1055;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;3,6;3,2;3,4
1560;4;8;90;215;18;1055;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,7;3,3;3,8
1560;4;8;92;230;18;1060;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,3;3,2;3,6
1560;4;8;112;270;16;1065;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,6;3,4;3,8
1598;4;16;120;160;11;1180;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,3;5;6,2
1598;4;16;156;240;11;1259;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;9;5,1;6,5
1598;4;16;163;240;11;1366;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;10,6;6;7,7
1598;4;16;200;275;11;1291;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;8,4;5,2;6,4
1560;4;8;112;270;16;1275;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,8;4,1;4,4
